index,class,comment_sentence,partition,combo,labels
1580,RTWeightedCircleLayout,rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements.,0,rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements. | RTWeightedCircleLayout,"[0, 0, 1, 1, 0, 0]"
1583,RTWeightedCircleLayout,elements rtellipse new size 5 color color red size vv vv 4 elementson 1 to 15 .,0,elements rtellipse new size 5 color color red size vv vv 4 elementson 1 to 15 . | RTWeightedCircleLayout,"[0, 1, 0, 0, 0, 0]"
1584,RTWeightedCircleLayout,v addall elements.,0,v addall elements. | RTWeightedCircleLayout,"[0, 1, 0, 0, 0, 0]"
1585,RTWeightedCircleLayout,rtweightedcirclelayout on elements.,0,rtweightedcirclelayout on elements. | RTWeightedCircleLayout,"[0, 1, 0, 0, 0, 0]"
1586,RTWeightedCircleLayout,v,0,v | RTWeightedCircleLayout,"[0, 1, 0, 0, 0, 0]"
1587,TROSMShape,this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap.,0,this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap. | TROSMShape,"[0, 0, 1, 1, 1, 0]"
1589,TROSMShape,rectangle rectangle,0,rectangle rectangle | TROSMShape,"[0, 0, 0, 0, 1, 0]"
1591,TROSMShape,tiles dictionary of point form,0,tiles dictionary of point form | TROSMShape,"[0, 0, 0, 0, 1, 0]"
1593,TROSMShape,position,0,position | TROSMShape,"[0, 0, 0, 0, 1, 0]"
1595,TROSMShape,bounds of the shape,0,bounds of the shape | TROSMShape,"[0, 0, 0, 0, 1, 0]"
1610,TROSMShape,lon to roassal space l 40075016686 l 360,0,lon to roassal space l 40075016686 l 360 | TROSMShape,"[1, 0, 0, 0, 0, 0]"
1614,TROSMShape,"depending on the rtview size and the canvas parameters, get the right tiles from osm and display them.",0,"depending on the rtview size and the canvas parameters, get the right tiles from osm and display them. | TROSMShape","[1, 0, 0, 0, 1, 0]"
1616,TROSMShape,"from the camera, get the zoom level and offset.",0,"from the camera, get the zoom level and offset. | TROSMShape","[1, 0, 0, 0, 1, 0]"
1617,TROSMShape,compute the osm zoom level with the camera zoom value .,0,compute the osm zoom level with the camera zoom value . | TROSMShape,"[1, 0, 0, 0, 1, 0]"
1618,TROSMShape,make remainder zoom a transform inside the trosmshape.,0,make remainder zoom a transform inside the trosmshape. | TROSMShape,"[1, 0, 0, 0, 1, 0]"
1619,TROSMShape,"take corners of bounding box, get lat long, get tiles x and y based on previous zoom level.",0,"take corners of bounding box, get lat long, get tiles x and y based on previous zoom level. | TROSMShape","[1, 0, 0, 0, 1, 0]"
1620,TROSMShape,set clipping rectangle to trosmshape bounds.,0,set clipping rectangle to trosmshape bounds. | TROSMShape,"[1, 0, 0, 0, 1, 0]"
1621,TROSMShape,display each tile.,0,display each tile. | TROSMShape,"[1, 0, 0, 0, 0, 0]"
1624,TROSMShape,remove tile if not used in display.,0,remove tile if not used in display. | TROSMShape,"[1, 0, 0, 0, 0, 0]"
1625,JQLoad,load html from a remote file and inject it into the dom.,0,load html from a remote file and inject it into the dom. | JQLoad,"[0, 0, 1, 0, 0, 0]"
1626,WABulkReapingCache,i am a cache that reaps all elements at once instead of incrementally.,0,i am a cache that reaps all elements at once instead of incrementally. | WABulkReapingCache,"[0, 0, 0, 1, 0, 0]"
1628,WABulkReapingCache,a background process should send #reap to me.,0,a background process should send #reap to me. | WABulkReapingCache,"[0, 0, 0, 0, 0, 1]"
1634,WAComboResponse,"if streaming is desired, the response can be flushed by sending it the #flush message.",0,"if streaming is desired, the response can be flushed by sending it the #flush message. | WAComboResponse","[0, 0, 1, 0, 0, 0]"
1637,WAComboResponse,"for example, a search results page might use something like",0,"for example, a search results page might use something like | WAComboResponse","[0, 1, 0, 0, 0, 0]"
1638,WAComboResponse,rendercontenton acanvas,0,rendercontenton acanvas | WAComboResponse,"[0, 1, 0, 0, 0, 0]"
1641,WAComboResponse,acanvas flush.,0,acanvas flush. | WAComboResponse,"[0, 1, 0, 0, 0, 0]"
1645,WAComboResponse,acanvas flush.,0,acanvas flush. | WAComboResponse,"[0, 1, 0, 0, 0, 0]"
1646,WAComboResponse,flush after each search result,0,flush after each search result | WAComboResponse,"[0, 1, 0, 0, 0, 0]"
1649,WAComboResponse,an uncommitted response should be handled as usual by the server adapter.,0,an uncommitted response should be handled as usual by the server adapter. | WAComboResponse,"[0, 0, 0, 0, 0, 1]"
1651,WACookie,i am basically a key value pair of strings.,0,i am basically a key value pair of strings. | WACookie,"[0, 0, 0, 1, 0, 0]"
1655,WACookie,netscape spec,0,netscape spec | WACookie,"[1, 0, 0, 0, 0, 0]"
1657,WACookie,cookie spec,0,cookie spec | WACookie,"[1, 0, 0, 0, 0, 0]"
1658,WACookie,http tools^ietf.org html rfc2109,0,http tools^ietf.org html rfc2109 | WACookie,"[1, 0, 0, 0, 0, 0]"
1660,WACookie,https tools^ietf.org html rfc6265,0,https tools^ietf.org html rfc6265 | WACookie,"[1, 0, 0, 0, 0, 0]"
1662,WACookie,http msdn2^microsoft.com en us library ms533046^aspx,0,http msdn2^microsoft.com en us library ms533046^aspx | WACookie,"[1, 0, 0, 0, 0, 0]"
1663,WACookie,https bugzilla^mozilla.org show bug^cgi?id 178993,0,https bugzilla^mozilla.org show bug^cgi?id 178993 | WACookie,"[1, 0, 0, 0, 0, 0]"
1664,WACookie,compared to warequestcookie i represent the information that is sent to the user agent.,0,compared to warequestcookie i represent the information that is sent to the user agent. | WACookie,"[0, 0, 0, 1, 0, 1]"
1666,WADatalistTag,datalist together with the a new list attribute for input is used to make comboboxes,0,datalist together with the a new list attribute for input is used to make comboboxes | WADatalistTag,"[0, 1, 1, 0, 0, 0]"
1667,WADatalistTag,input list browsers,0,input list browsers | WADatalistTag,"[0, 1, 0, 0, 0, 0]"
1668,WADatalistTag,datalist id browsers,0,datalist id browsers | WADatalistTag,"[0, 1, 0, 0, 0, 0]"
1669,WADatalistTag,option value safari,0,option value safari | WADatalistTag,"[0, 1, 0, 0, 0, 0]"
1670,WADatalistTag,option value internet explorer,0,option value internet explorer | WADatalistTag,"[0, 1, 0, 0, 0, 0]"
1671,WADatalistTag,option value opera,0,option value opera | WADatalistTag,"[0, 1, 0, 0, 0, 0]"
1672,WADatalistTag,option value firefox,0,option value firefox | WADatalistTag,"[0, 1, 0, 0, 0, 0]"
1674,WADelayedAnswerDecoration,wadelayedanswerdecoration adds a delay in displaying a component.,0,wadelayedanswerdecoration adds a delay in displaying a component. | WADelayedAnswerDecoration,"[0, 0, 1, 0, 0, 0]"
1675,WADevelopment,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak.,0,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak. | WADevelopment,"[0, 0, 1, 1, 0, 0]"
1676,WADynamicVariable,i exist for legacy purposes.,0,i exist for legacy purposes. | WADynamicVariable,"[0, 0, 1, 0, 0, 0]"
1677,WAEncoder,i encode everything that is written to myself using #nextput and #nextputall onto the wrapped stream.,0,i encode everything that is written to myself using #nextput and #nextputall onto the wrapped stream. | WAEncoder,"[0, 0, 1, 0, 1, 0]"
1678,WAErrorHandler,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception,0,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception | WAErrorHandler,"[0, 0, 1, 0, 0, 1]"
1682,WAErrorHandler,"if either method is not implemented, the default implementation will call #handledefault , which can be used to provide common behaviour for both exception types.",0,"if either method is not implemented, the default implementation will call #handledefault , which can be used to provide common behaviour for both exception types. | WAErrorHandler","[1, 0, 0, 0, 0, 0]"
1684,WAExpiringCache,maximumsize integer,0,maximumsize integer | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1685,WAExpiringCache,maximumrelativeage integer,0,maximumrelativeage integer | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1686,WAExpiringCache,maximumabsoluteage integer,0,maximumabsoluteage integer | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1691,WAExpiringCache,0 for no maximum size.,0,0 for no maximum size. | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1693,WAExpiringCache,maximumrelativeage,0,maximumrelativeage | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1695,WAExpiringCache,0 for no limit.,0,0 for no limit. | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1697,WAExpiringCache,maximumabsoluteage,0,maximumabsoluteage | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1698,WAExpiringCache,after so many seconds after its creation a session is considered expired no matter when it was last accessed.,0,after so many seconds after its creation a session is considered expired no matter when it was last accessed. | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1699,WAExpiringCache,0 for no limit.,0,0 for no limit. | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1705,WAExpiringCache,#removerelativeoldest remove the entry that hasn t been accessed for the longest time,0,#removerelativeoldest remove the entry that hasn t been accessed for the longest time | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1706,WAExpiringCache,#removeabsoluteoldest remove the entry that has been created the longest time ago,0,#removeabsoluteoldest remove the entry that has been created the longest time ago | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1707,WAExpiringCache,#signalerror signal wamaximumnumberofsessionsexceedederror,0,#signalerror signal wamaximumnumberofsessionsexceedederror | WAExpiringCache,"[0, 0, 0, 0, 1, 0]"
1711,WAFormDecoration,the buttons inst var must be set.,0,the buttons inst var must be set. | WAFormDecoration,"[0, 0, 0, 0, 1, 0]"
1712,WAFormDecoration,"for each string symbol in the buttons inst var the decorated component must implement a method of the same name, which is called when the button is selected.",0,"for each string symbol in the buttons inst var the decorated component must implement a method of the same name, which is called when the button is selected. | WAFormDecoration","[0, 0, 0, 0, 1, 0]"
1713,WAFormDecoration,buttons collection of strings or symbols,0,buttons collection of strings or symbols | WAFormDecoration,"[0, 0, 0, 0, 1, 0]"
1716,WAFormTag,the form element acts as a container for input elements and buttons.,0,the form element acts as a container for input elements and buttons. | WAFormTag,"[0, 0, 1, 0, 0, 1]"
1717,WAFormTag,evaluation order,0,evaluation order | WAFormTag,"[1, 0, 0, 0, 0, 0]"
1718,WAFormTag,the input fields callbacks will be evaluated in the order they,0,the input fields callbacks will be evaluated in the order they | WAFormTag,"[1, 0, 0, 0, 0, 0]"
1719,WAFormTag,appear in the xhtml.,0,appear in the xhtml. | WAFormTag,"[1, 0, 0, 0, 0, 0]"
1720,WAFormTag,"buttons will always be evaluated last, no matter",0,"buttons will always be evaluated last, no matter | WAFormTag","[1, 0, 0, 0, 0, 0]"
1721,WAFormTag,where they are positioned.,0,where they are positioned. | WAFormTag,"[1, 0, 0, 0, 0, 0]"
1728,WAImageButtonTag,the value of the src attribute specifies the uri of the image that will decorate the button.,0,the value of the src attribute specifies the uri of the image that will decorate the button. | WAImageButtonTag,"[0, 0, 1, 0, 0, 0]"
1735,WAInspector,"platforms should implement their own subclasses, specifying behaviour for all unimplemented methods.",0,"platforms should implement their own subclasses, specifying behaviour for all unimplemented methods. | WAInspector","[0, 0, 1, 0, 0, 0]"
1738,WAInvisibleSessionTrackingStrategy,for document handlers query fields are used.,0,for document handlers query fields are used. | WAInvisibleSessionTrackingStrategy,"[0, 0, 0, 0, 0, 1]"
1739,WALabelledFormDialog,walabelledformdialog is an abstract class for generating html forms.,0,walabelledformdialog is an abstract class for generating html forms. | WALabelledFormDialog,"[0, 0, 0, 1, 0, 0]"
1740,WALabelledFormDialog,given a data model walabelledformdialog displays a label and input field for each instance variable of interest.,0,given a data model walabelledformdialog displays a label and input field for each instance variable of interest. | WALabelledFormDialog,"[0, 1, 1, 0, 1, 0]"
1741,WALabelledFormDialog,user supplied data is placed in the data model.,0,user supplied data is placed in the data model. | WALabelledFormDialog,"[0, 1, 1, 0, 1, 0]"
1743,WALabelledFormDialog,the model method just returns the object whose fields we wish to populate with date.,0,the model method just returns the object whose fields we wish to populate with date. | WALabelledFormDialog,"[0, 1, 0, 0, 1, 0]"
1744,WALabelledFormDialog,the rows method returns a collections of symbols.,0,the rows method returns a collections of symbols. | WALabelledFormDialog,"[0, 1, 0, 0, 1, 0]"
1745,WALabelledFormDialog,the symbol is used generate the accessor methods for the data in the model.,0,the symbol is used generate the accessor methods for the data in the model. | WALabelledFormDialog,"[0, 1, 0, 0, 1, 0]"
1746,WALabelledFormDialog,a standard text input field is used for each row of data.,0,a standard text input field is used for each row of data. | WALabelledFormDialog,"[0, 0, 1, 0, 0, 0]"
1748,WALabelledFormDialog,see rendernameon in example below.,0,see rendernameon in example below. | WALabelledFormDialog,"[0, 0, 1, 0, 0, 0]"
1749,WALabelledFormDialog,the default form has one button ok .,0,the default form has one button ok . | WALabelledFormDialog,"[1, 1, 0, 0, 1, 0]"
1750,WALabelledFormDialog,override the buttons method to change the text or number of submit buttons on the form.,0,override the buttons method to change the text or number of submit buttons on the form. | WALabelledFormDialog,"[1, 1, 0, 0, 1, 0]"
1751,WALabelledFormDialog,override the defaultbutton method to indicate which button is the default.,0,override the defaultbutton method to indicate which button is the default. | WALabelledFormDialog,"[1, 0, 0, 0, 0, 0]"
1753,WALabelledFormDialog,see example below.,0,see example below. | WALabelledFormDialog,"[1, 0, 0, 0, 0, 0]"
1755,WALabelledFormDialog,initialize,0,initialize | WALabelledFormDialog,"[0, 1, 0, 0, 0, 0]"
1779,WALabelledFormDialog,rendernameon html,0,rendernameon html | WALabelledFormDialog,"[0, 1, 0, 0, 0, 0]"
1780,WALabelledFormDialog,show how to specily special input instead of using simple text field.,0,show how to specily special input instead of using simple text field. | WALabelledFormDialog,"[0, 1, 0, 0, 0, 0]"
1781,WALabelledFormDialog,html select,0,html select | WALabelledFormDialog,"[0, 1, 0, 0, 0, 0]"
1783,WALabelledFormDialog,selected roger,0,selected roger | WALabelledFormDialog,"[0, 1, 0, 0, 0, 0]"
1785,WALabelledFormDialog,"contact class used above has instance variables name, phonenumber with standard getter and setter methods",0,"contact class used above has instance variables name, phonenumber with standard getter and setter methods | WALabelledFormDialog","[0, 0, 0, 0, 1, 0]"
1786,WAListAttribute,walistattribute is an attribute that is restricted to a list of values.,0,walistattribute is an attribute that is restricted to a list of values. | WAListAttribute,"[0, 0, 0, 1, 0, 0]"
1787,WAMemoryInput,a wamemoryinput is a dialog that allows the user to enter an amount of memory.,0,a wamemoryinput is a dialog that allows the user to enter an amount of memory. | WAMemoryInput,"[0, 0, 1, 1, 0, 0]"
1790,WAObjectTag,defines an embedded object.,0,defines an embedded object. | WAObjectTag,"[0, 0, 0, 1, 0, 0]"
1791,WAOptionGroupTag,the optgroup element allows authors to group choices logically.,0,the optgroup element allows authors to group choices logically. | WAOptionGroupTag,"[0, 0, 1, 0, 0, 0]"
1792,WAOptionGroupTag,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options.,0,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options. | WAOptionGroupTag,"[0, 0, 1, 0, 0, 0]"
1795,WAPainterVisitor,an implementation of the visitor pattern for painter subclasses.,0,an implementation of the visitor pattern for painter subclasses. | WAPainterVisitor,"[0, 0, 1, 1, 0, 1]"
1796,WAPath,wapath represents a path navigation breadcrumbs for a web page and displays standard breadcrumbs xxx yyy zzz .,0,wapath represents a path navigation breadcrumbs for a web page and displays standard breadcrumbs xxx yyy zzz . | WAPath,"[0, 0, 1, 1, 0, 0]"
1797,WAPath,"wapath maintains a stack of associations, one for each location or page in the path.",0,"wapath maintains a stack of associations, one for each location or page in the path. | WAPath","[0, 0, 1, 0, 0, 1]"
1798,WAPath,the association key is the text that is displayed in the breadcrimb.,0,the association key is the text that is displayed in the breadcrimb. | WAPath,"[0, 0, 0, 0, 0, 1]"
1799,WAPath,"the association value is an object of your choosing, which your code uses to restore that page .",0,"the association value is an object of your choosing, which your code uses to restore that page . | WAPath","[0, 0, 0, 0, 0, 1]"
1800,WAPath,to add to the path use the method wapath pushsegment anobject name lulu .,0,to add to the path use the method wapath pushsegment anobject name lulu . | WAPath,"[0, 0, 0, 0, 1, 0]"
1803,WAPath,your code is not notified when the user clicks on a link in the wapath object.,0,your code is not notified when the user clicks on a link in the wapath object. | WAPath,"[0, 0, 0, 0, 1, 0]"
1804,WAPath,"so when you render a page call wapath currentsegment to get the current object, and generate the page accordingly.",0,"so when you render a page call wapath currentsegment to get the current object, and generate the page accordingly. | WAPath","[0, 0, 0, 0, 1, 0]"
1808,WAPharoUrlEncoder,i am a pharo specific url encoder.,0,i am a pharo specific url encoder. | WAPharoUrlEncoder,"[0, 0, 0, 1, 0, 0]"
1809,WAPharoXmlEncoder,i am a pharo specific xml encoder.,0,i am a pharo specific xml encoder. | WAPharoXmlEncoder,"[0, 0, 0, 1, 0, 0]"
1811,WAPlugin,plugins are an easy way to add or remove additional tools without changing the codebase.,0,plugins are an easy way to add or remove additional tools without changing the codebase. | WAPlugin,"[0, 0, 1, 0, 0, 0]"
1815,WAProtectionFilter,"do add this filter to a wasession for example to avoid session hijacking, do not add it to static request handlers such as waapplication or wadispatcher as this might restrict access to the handler if your ip changes.",0,"do add this filter to a wasession for example to avoid session hijacking, do not add it to static request handlers such as waapplication or wadispatcher as this might restrict access to the handler if your ip changes. | WAProtectionFilter","[0, 0, 1, 0, 0, 0]"
