index,class,comment_sentence,partition,combo,labels
1,AccessMixin,functionality,0,functionality | accessmixin,"[0, 0, 0, 0, 1]"
2265,EmbeddingBag,"weight tensor the learnable weights of the module of shape num embeddings, embedding dim",0,"weight tensor the learnable weights of the module of shape num embeddings, embedding dim | EmbeddingBag","[0, 0, 0, 1, 0]"
2266,EmbeddingBag,"initialized from math mathcal n 0, 1 .",0,"initialized from math mathcal n 0, 1 . | EmbeddingBag","[0, 0, 0, 1, 0]"
2268,EmbeddingBag,"attr per index weights tensor, optional",0,"attr per index weights tensor, optional | EmbeddingBag","[0, 0, 0, 1, 0]"
2269,EmbeddingBag,"if attr input is 2d of shape b, n ,",0,"if attr input is 2d of shape b, n , | EmbeddingBag","[0, 0, 0, 1, 0]"
2270,EmbeddingBag,"it will be treated as b bags sequences each of fixed length n , and",0,"it will be treated as b bags sequences each of fixed length n , and | EmbeddingBag","[0, 0, 0, 1, 0]"
2271,EmbeddingBag,this will return b values aggregated in a way depending on the attr mode .,0,this will return b values aggregated in a way depending on the attr mode . | EmbeddingBag,"[0, 0, 0, 1, 0]"
2272,EmbeddingBag,attr offsets is ignored and required to be none in this case.,0,attr offsets is ignored and required to be none in this case. | EmbeddingBag,"[0, 0, 0, 1, 0]"
2274,EmbeddingBag,it will be treated as a concatenation of multiple bags sequences .,0,it will be treated as a concatenation of multiple bags sequences . | EmbeddingBag,"[0, 0, 0, 1, 0]"
2276,EmbeddingBag,starting index positions of each bag in attr input .,0,starting index positions of each bag in attr input . | EmbeddingBag,"[0, 0, 0, 1, 0]"
2277,EmbeddingBag,"therefore,",0,"therefore, | EmbeddingBag","[0, 0, 0, 1, 0]"
2280,EmbeddingBag,"empty bags ie, having 0 length will have",0,"empty bags ie, having 0 length will have | EmbeddingBag","[0, 0, 0, 1, 0]"
2281,EmbeddingBag,returned vectors filled by zeros.,0,returned vectors filled by zeros. | EmbeddingBag,"[0, 0, 0, 1, 0]"
2282,EmbeddingBag,"per sample weights tensor, optional a tensor of float double weights, or none",0,"per sample weights tensor, optional a tensor of float double weights, or none | EmbeddingBag","[0, 0, 0, 1, 0]"
2283,EmbeddingBag,to indicate all weights should be taken to be 1 .,0,to indicate all weights should be taken to be 1 . | EmbeddingBag,"[0, 0, 0, 1, 0]"
2287,EmbeddingBag,only supported for mode sum .,0,only supported for mode sum . | EmbeddingBag,"[0, 0, 0, 1, 0]"
2290,EmbeddingBag,"embedding sum nn^embeddingbag 10, 3, mode sum",0,"embedding sum nn^embeddingbag 10, 3, mode sum | EmbeddingBag","[1, 0, 0, 0, 0]"
2291,EmbeddingBag,# a batch of 2 samples of 4 indices each,0,# a batch of 2 samples of 4 indices each | EmbeddingBag,"[1, 0, 0, 0, 0]"
2294,EmbeddingBag,"embedding sum input, offsets",0,"embedding sum input, offsets | EmbeddingBag","[1, 0, 0, 0, 0]"
2296,EmbeddingBag,"11306, 25798, 10044",0,"11306, 25798, 10044 | EmbeddingBag","[1, 0, 0, 0, 0]"
2297,EnforceUnique,raises an error if a key is seen more than once.,0,raises an error if a key is seen more than once. | EnforceUnique,"[0, 0, 0, 0, 1]"
2298,Error,each error is a section in the output of cuda memcheck.,0,each error is a section in the output of cuda memcheck. | Error,"[0, 0, 0, 0, 1]"
2299,Error,each error in the report has an error message and a backtrace.,0,each error in the report has an error message and a backtrace. | Error,"[0, 0, 0, 1, 0]"
2303,ExternalInitializer,executed.,0,executed. | ExternalInitializer,"[1, 0, 0, 0, 0]"
2304,ExternalInitializer,current version is not doing any real sanity checks to the parameter.,0,current version is not doing any real sanity checks to the parameter. | ExternalInitializer,"[0, 0, 1, 0, 0]"
2305,FisherSnedecor,creates a fisher snedecor distribution parameterized by attr df1 and attr df2 .,0,creates a fisher snedecor distribution parameterized by attr df1 and attr df2 . | FisherSnedecor,"[0, 0, 0, 0, 1]"
2307,FisherSnedecor,"m fishersnedecor torch^tensor 10 , torch^tensor 20",0,"m fishersnedecor torch^tensor 10 , torch^tensor 20 | FisherSnedecor","[1, 0, 0, 0, 0]"
2309,FisherSnedecor,tensor 02453,0,tensor 02453 | FisherSnedecor,"[1, 0, 0, 0, 0]"
2311,FisherSnedecor,df1 float or tensor degrees of freedom parameter 1,0,df1 float or tensor degrees of freedom parameter 1 | FisherSnedecor,"[0, 1, 0, 0, 0]"
2313,LastNWindowCollector,collect last n samples from input record.,0,collect last n samples from input record. | LastNWindowCollector,"[0, 0, 0, 0, 1]"
2320,LBFGS,param bytes history size 1 bytes .,0,param bytes history size 1 bytes . | LBFGS,"[0, 0, 1, 0, 0]"
2321,LBFGS,if it doesn t fit in memory,0,if it doesn t fit in memory | LBFGS,"[0, 0, 1, 0, 0]"
2323,LBFGS,arguments,0,arguments | LBFGS,"[0, 1, 0, 0, 0]"
2330,LBFGS,default 1e 5 .,0,default 1e 5 . | LBFGS,"[0, 1, 0, 0, 0]"
2332,LBFGS,value parameter changes default 1e 9 .,0,value parameter changes default 1e 9 . | LBFGS,"[0, 1, 0, 0, 0]"
2334,LBFGS,line search fn str either strong wolfe or none default none .,0,line search fn str either strong wolfe or none default none . | LBFGS,"[0, 1, 0, 0, 0]"
2337,Module,a tree structure.,0,a tree structure. | Module,"[0, 0, 0, 1, 0]"
2340,Module,import torch^nn.functional as f,0,import torch^nn.functional as f | Module,"[1, 0, 0, 0, 0]"
2343,Module,"super model, self .",0,"super model, self . | Module","[1, 0, 0, 0, 0]"
2344,Module,init,0,init | Module,"[1, 0, 0, 0, 0]"
2345,Module,"self^conv1 nn^conv2d 1, 20, 5",0,"self^conv1 nn^conv2d 1, 20, 5 | Module","[1, 0, 0, 0, 0]"
2346,Module,"self^conv2 nn^conv2d 20, 20, 5",0,"self^conv2 nn^conv2d 20, 20, 5 | Module","[1, 0, 0, 0, 0]"
2347,Module,"def forward self, x",0,"def forward self, x | Module","[1, 0, 0, 0, 0]"
2349,Module,return f^relu self^conv2 x,0,return f^relu self^conv2 x | Module,"[1, 0, 0, 0, 0]"
2350,Module,"submodules assigned in this way will be registered, and will have their",0,"submodules assigned in this way will be registered, and will have their | Module","[0, 0, 0, 1, 0]"
2351,Module,"parameters converted too when you call meth to , etc",0,"parameters converted too when you call meth to , etc | Module","[0, 0, 0, 1, 0]"
2352,MultiLabelMarginLoss,creates a criterion that optimizes a multi class multi classification,0,creates a criterion that optimizes a multi class multi classification | MultiLabelMarginLoss,"[0, 0, 0, 0, 1]"
2353,MultiLabelMarginLoss,hinge loss margin based loss between input math x a 2d mini batch tensor,0,hinge loss margin based loss between input math x a 2d mini batch tensor | MultiLabelMarginLoss,"[0, 0, 0, 1, 1]"
2354,MultiLabelMarginLoss,and output math y which is a 2d tensor of target class indices .,0,and output math y which is a 2d tensor of target class indices . | MultiLabelMarginLoss,"[0, 0, 0, 1, 1]"
2355,MultiLabelMarginLoss,for each sample in the mini batch,0,for each sample in the mini batch | MultiLabelMarginLoss,"[0, 0, 0, 1, 0]"
2357,MultiLabelMarginLoss,"text loss x, y sum ij frac max 0, 1 x y j x i text x^size 0",0,"text loss x, y sum ij frac max 0, 1 x y j x i text x^size 0 | MultiLabelMarginLoss","[1, 0, 0, 1, 0]"
2358,MultiLabelMarginLoss,the criterion only considers a contiguous block of non negative targets that,0,the criterion only considers a contiguous block of non negative targets that | MultiLabelMarginLoss,"[0, 0, 0, 1, 0]"
2359,MultiLabelMarginLoss,starts at the front.,0,starts at the front. | MultiLabelMarginLoss,"[0, 0, 0, 1, 0]"
2360,MultiLabelMarginLoss,this allows for different samples to have variable amounts of target classes.,0,this allows for different samples to have variable amounts of target classes. | MultiLabelMarginLoss,"[0, 0, 0, 1, 0]"
2364,MultiLabelMarginLoss,the losses are averaged over each loss element in the batch.,0,the losses are averaged over each loss element in the batch. | MultiLabelMarginLoss,"[0, 1, 0, 0, 0]"
2369,MultiLabelMarginLoss,ignored,0,ignored | MultiLabelMarginLoss,"[0, 1, 0, 0, 0]"
2370,MultiLabelMarginLoss,when reduce is false .,0,when reduce is false . | MultiLabelMarginLoss,"[0, 1, 0, 0, 0]"
2371,MultiLabelMarginLoss,default true,0,default true | MultiLabelMarginLoss,"[0, 1, 0, 0, 0]"
2372,MultiLabelMarginLoss,"reduce bool, optional deprecated see attr reduction .",0,"reduce bool, optional deprecated see attr reduction . | MultiLabelMarginLoss","[0, 1, 0, 0, 0]"
2373,MultiLabelMarginLoss,losses are averaged or summed over observations for each minibatch depending,0,losses are averaged or summed over observations for each minibatch depending | MultiLabelMarginLoss,"[0, 1, 0, 0, 0]"
2375,MultiLabelMarginLoss,"when attr reduce is false , returns a loss per",0,"when attr reduce is false , returns a loss per | MultiLabelMarginLoss","[0, 1, 0, 0, 0]"
2379,MultiLabelMarginLoss,none mean sum .,0,none mean sum . | MultiLabelMarginLoss,"[0, 1, 0, 0, 0]"
2380,MultiLabelMarginLoss,"none no reduction will be applied,",0,"none no reduction will be applied, | MultiLabelMarginLoss","[0, 1, 0, 0, 0]"
2383,MultiLabelMarginLoss,note attr size average,0,note attr size average | MultiLabelMarginLoss,"[0, 1, 0, 0, 0]"
2387,MultiLabelMarginLoss,"target math c or math n, c , label targets padded by 1 ensuring same shape as the input.",0,"target math c or math n, c , label targets padded by 1 ensuring same shape as the input. | MultiLabelMarginLoss","[0, 0, 0, 1, 0]"
2388,MultiLabelMarginLoss,"if attr reduction is none , then math n .",0,"if attr reduction is none , then math n . | MultiLabelMarginLoss","[0, 0, 0, 1, 0]"
2393,MultiLabelMarginLoss,"y torch^longtensor 3, 0, 1, 1",0,"y torch^longtensor 3, 0, 1, 1 | MultiLabelMarginLoss","[1, 0, 0, 0, 0]"
2394,MultiLabelMarginLoss,"loss x, y",0,"loss x, y | MultiLabelMarginLoss","[1, 0, 0, 0, 0]"
2396,MultiLabelMarginLoss,tensor 08500,0,tensor 08500 | MultiLabelMarginLoss,"[1, 0, 0, 0, 0]"
2398,NetModifier,inherited classes should implement the modify net method where,0,inherited classes should implement the modify net method where | NetModifier,"[0, 0, 0, 1, 0]"
2400,NetModifier,example usage,0,example usage | NetModifier,"[1, 0, 0, 0, 0]"
2401,NetModifier,modifier somenetmodifier opts,0,modifier somenetmodifier opts | NetModifier,"[1, 0, 0, 0, 0]"
2402,NetModifier,modifier net,0,modifier net | NetModifier,"[1, 0, 0, 0, 0]"
2404,OneHotCategorical,attr logits .,0,attr logits . | OneHotCategorical,"[0, 0, 0, 0, 1]"
2405,OneHotCategorical,samples are one hot coded vectors of size probs^size 1 .,0,samples are one hot coded vectors of size probs^size 1 . | OneHotCategorical,"[0, 0, 0, 1, 0]"
2408,OneHotCategorical,attr probs and attr logits .,0,attr probs and attr logits . | OneHotCategorical,"[0, 0, 0, 0, 1]"
2410,OneHotCategorical,"m onehotcategorical torch^tensor 025, 025, 025, 025",0,"m onehotcategorical torch^tensor 025, 025, 025, 025 | OneHotCategorical","[1, 0, 0, 0, 0]"
2411,OneHotCategorical,"m^sample # equal probability of 0, 1, 2, 3",0,"m^sample # equal probability of 0, 1, 2, 3 | OneHotCategorical","[1, 0, 0, 0, 0]"
2414,OneHotCategorical,probs tensor event probabilities,0,probs tensor event probabilities | OneHotCategorical,"[0, 1, 0, 0, 0]"
2417,Poisson,"samples are nonnegative integers, with a pmf given by",0,"samples are nonnegative integers, with a pmf given by | Poisson","[1, 0, 0, 1, 0]"
2422,Poisson,m^sample,0,m^sample | Poisson,"[1, 0, 0, 0, 0]"
2423,Poisson,tensor 3.,0,tensor 3. | Poisson,"[1, 0, 0, 0, 0]"
2425,Poisson,"rate number, tensor the rate parameter",0,"rate number, tensor the rate parameter | Poisson","[0, 1, 0, 0, 0]"
2426,QuantWrapper,"a wrapper class that wraps the input module, adds quantstub and",0,"a wrapper class that wraps the input module, adds quantstub and | QuantWrapper","[0, 0, 0, 0, 1]"
2427,QuantWrapper,dequantstub and surround the call to module with call to quant and dequant,0,dequantstub and surround the call to module with call to quant and dequant | QuantWrapper,"[0, 0, 0, 0, 1]"
2428,QuantWrapper,modules.,0,modules. | QuantWrapper,"[0, 0, 0, 0, 1]"
2429,QuantWrapper,this is used by the quantization utility functions to add the quant and,0,this is used by the quantization utility functions to add the quant and | QuantWrapper,"[0, 0, 0, 1, 0]"
2431,QuantWrapper,"it observes the input tensor, after convert , quantstub",0,"it observes the input tensor, after convert , quantstub | QuantWrapper","[0, 0, 0, 1, 0]"
2432,QuantWrapper,will be swapped to nnq^quantize which does actual quantization.,0,will be swapped to nnq^quantize which does actual quantization. | QuantWrapper,"[0, 0, 0, 1, 0]"
2433,QuantWrapper,similarly,0,similarly | QuantWrapper,"[0, 0, 0, 1, 0]"
2434,QuantWrapper,for dequantstub .,0,for dequantstub . | QuantWrapper,"[0, 0, 0, 1, 0]"
2436,SGD,implements stochastic gradient descent optionally with momentum .,0,implements stochastic gradient descent optionally with momentum . | SGD,"[0, 0, 0, 0, 1]"
2437,SGD,nesterov momentum is based on the formula from,0,nesterov momentum is based on the formula from | SGD,"[0, 0, 1, 1, 0]"
2438,SGD,on the importance of initialization and momentum in deep learning .,0,on the importance of initialization and momentum in deep learning . | SGD,"[0, 0, 1, 1, 0]"
2442,SGD,lr float learning rate,0,lr float learning rate | SGD,"[0, 1, 0, 0, 0]"
2443,SGD,"momentum float, optional momentum factor default 0",0,"momentum float, optional momentum factor default 0 | SGD","[0, 1, 0, 0, 0]"
2445,SGD,"dampening float, optional dampening for momentum default 0",0,"dampening float, optional dampening for momentum default 0 | SGD","[0, 1, 0, 0, 0]"
2448,SGD,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09",0,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09 | SGD","[1, 0, 0, 0, 0]"
2449,SGD,optimizer^zero grad,0,optimizer^zero grad | SGD,"[1, 0, 0, 0, 0]"
2452,SharedCache,dictionary from multiprocessing handles to storageweakref,0,dictionary from multiprocessing handles to storageweakref | SharedCache,"[0, 0, 0, 0, 1]"
2454,StackTransform,transform functor that applies a sequence of transforms tseq,0,transform functor that applies a sequence of transforms tseq | StackTransform,"[0, 0, 0, 0, 1]"
2456,StackTransform,in a way compatible with func torch^stack .,0,in a way compatible with func torch^stack . | StackTransform,"[0, 0, 0, 0, 1]"
2459,StackTransform,"t stacktransform exptransform , identity transform , dim 1",0,"t stacktransform exptransform , identity transform , dim 1 | StackTransform","[1, 0, 0, 0, 0]"
2463,Subset,dataset dataset the whole dataset,0,dataset dataset the whole dataset | Subset,"[0, 1, 0, 0, 0]"
2464,Subset,indices sequence indices in the whole set selected for subset,0,indices sequence indices in the whole set selected for subset | Subset,"[0, 1, 0, 0, 0]"
2465,Task,a task is composed of an execution step and zero or more outputs.,0,a task is composed of an execution step and zero or more outputs. | Task,"[0, 0, 0, 0, 1]"
2466,Task,"tasks are executed in the context of a taskgroup, which, in turn, can",0,"tasks are executed in the context of a taskgroup, which, in turn, can | Task","[0, 0, 0, 1, 0]"
2467,Task,be run by a session.,0,be run by a session. | Task,"[0, 0, 0, 1, 0]"
2471,Task,"with node trainer , task name my task , num instances 2",0,"with node trainer , task name my task , num instances 2 | Task","[1, 0, 0, 0, 0]"
2472,Task,with ops^task init,0,with ops^task init | Task,"[1, 0, 0, 0, 0]"
2474,Task,with ops^task instance init,0,with ops^task instance init | Task,"[1, 0, 0, 0, 0]"
2476,Task,with ops^loop 100,0,with ops^loop 100 | Task,"[1, 0, 0, 0, 0]"
2477,Task,"ops^copy globl, local",0,"ops^copy globl, local | Task","[1, 0, 0, 0, 0]"
2478,Task,with ops^task instance exit,0,with ops^task instance exit | Task,"[1, 0, 0, 0, 0]"
2479,Task,"ops^add globl, local , globl",0,"ops^add globl, local , globl | Task","[1, 0, 0, 0, 0]"
2480,Task,with ops^task exit,0,with ops^task exit | Task,"[1, 0, 0, 0, 0]"
2481,Task,"ops^mul globl, globl , globl",0,"ops^mul globl, globl , globl | Task","[1, 0, 0, 0, 0]"
2482,Task,the task above will create 2 instances that will run in parallel.,0,the task above will create 2 instances that will run in parallel. | Task,"[1, 0, 0, 0, 0]"
2484,Task,to globl once.,0,to globl once. | Task,"[1, 0, 0, 0, 0]"
2485,Task,"the mul will only execute once, after all the instances",0,"the mul will only execute once, after all the instances | Task","[1, 0, 0, 0, 0]"
2486,Task,of the task have finished.,0,of the task have finished. | Task,"[1, 0, 0, 0, 0]"
2487,TaskOutput,represents the output of a task.,0,represents the output of a task. | TaskOutput,"[0, 0, 0, 0, 1]"
2491,TransformerEncoderLayer,"ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,",0,"ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez, | TransformerEncoderLayer","[0, 0, 1, 0, 0]"
2492,TransformerEncoderLayer,"lukasz kaiser, and illia polosukhin.",0,"lukasz kaiser, and illia polosukhin. | TransformerEncoderLayer","[0, 0, 1, 0, 0]"
2497,TransformerEncoderLayer,users may modify or implement,0,users may modify or implement | TransformerEncoderLayer,"[0, 0, 1, 0, 0]"
2498,TransformerEncoderLayer,in a different way during application.,0,in a different way during application. | TransformerEncoderLayer,"[0, 0, 1, 0, 0]"
2501,TransformerEncoderLayer,nhead the number of heads in the multiheadattention models required .,0,nhead the number of heads in the multiheadattention models required . | TransformerEncoderLayer,"[0, 1, 0, 0, 0]"
2506,TransformerEncoderLayer,"encoder layer nn^transformerencoderlayer d model 512, nhead 8",0,"encoder layer nn^transformerencoderlayer d model 512, nhead 8 | TransformerEncoderLayer","[1, 0, 0, 0, 0]"
2508,TransformerEncoderLayer,out encoder layer src,0,out encoder layer src | TransformerEncoderLayer,"[1, 0, 0, 0, 0]"
